sales_region_code,item_code,first_cate_code,second_cate_code,prediction_1_month,prediction_2_month,prediction_3_month
101,21651,308,404,308.6580381,308.5898676,308.6239529
101,21652,302,408,284.5405064,284.550375,284.5454407
101,21653,306,407,2892.514496,2893.367004,2892.94075
101,21659,306,407,137.8704672,137.4422522,137.6563597
101,21667,307,403,5111.380081,5122.976913,5117.178497
101,21669,305,412,750.7163334,750.8485317,750.7824326
101,21681,302,408,244.5106497,244.1175661,244.3141079
101,21683,302,408,375.0498819,375.0485373,375.0492096
101,21684,304,409,845.1557541,846.2537766,845.7047653
101,21687,306,407,3735.436958,3735.391594,3735.414276
101,21690,303,401,249.1542063,249.0651312,249.1096687
101,21698,308,404,2602.82003,2599.804634,2601.312332
101,21703,305,412,380.5118561,380.5599594,380.5359077
101,21707,307,403,463.9584894,463.9188604,463.9386749
101,21709,302,408,1370.771622,1389.122406,1379.947014
101,21714,302,408,207.257534,207.3017445,207.2796392
101,21715,302,408,-74.36125779,-63.32258201,-68.8419199
101,21719,306,407,465.0284653,464.5857544,464.8071098
101,21730,302,408,0,0,0
101,21731,301,405,1156.459583,1155.0872,1155.773392
101,21735,306,407,473.5187693,473.5209684,473.5198689
101,21737,307,403,0,0,0
101,21740,307,403,1283.572021,1285.503105,1284.537563
101,21743,307,403,1544.63451,1546.379665,1545.507088
101,21745,303,401,291.7012787,291.6924,291.6968393
101,21749,303,401,1001.34687,1003.224968,1002.285919
101,21751,306,402,3066.516396,3066.525291,3066.520844
101,21754,305,412,1779.130821,1778.801155,1778.965988
101,21755,307,403,1064.323059,1069.469971,1066.896515
101,21757,303,406,197.5531397,197.5581636,197.5556517
101,21760,302,408,259.98456,259.8209095,259.9027348
101,21764,302,408,349.3148155,349.3508797,349.3328476
101,21772,307,403,315.9203157,317.2545042,316.58741
101,21775,302,408,806.4936008,807.7196941,807.1066475
101,21777,302,408,487.683321,486.4865818,487.0849514
101,21779,307,403,1108.650608,1108.092175,1108.371391
101,21780,306,407,123.1274767,123.2327204,123.1800985
101,21781,307,403,3649.694191,3659.259514,3654.476852
101,21785,305,412,5174.817169,5175.091278,5174.954224
101,21787,302,408,265.7806263,265.7887402,265.7846832
101,21791,302,408,60,60,60
101,21793,303,411,230.988337,231.5650592,231.2766981
101,21794,306,407,10567.71695,10575.79654,10571.75674
101,21795,306,407,293.4282417,293.4260445,293.4271431
101,21807,303,410,186.3636327,186.3787627,186.3711977
101,21808,303,410,126.8250723,126.8436937,126.834383
101,21809,307,403,2641.254547,2644.824554,2643.039551
101,21812,303,401,179.5621128,179.0485458,179.3053293
101,21814,306,407,1255.83424,1256.8008,1256.31752
101,21819,306,402,1272.37928,1280.058998,1276.219139
101,21822,307,403,5017.280624,5028.114273,5022.697449
101,21823,302,408,1543.093369,1543.047455,1543.070412
101,21835,308,404,931.6793594,931.0328903,931.3561249
101,21839,307,403,465.8832588,466.1254082,466.0043335
101,21845,302,408,632.9926224,633.6687546,633.3306885
101,21850,305,412,221.232522,221.3137121,221.2731171
101,21851,303,401,724.4784431,724.5358391,724.5071411
101,21853,306,407,149.0742364,149.2558417,149.1650391
101,21855,302,408,765.1013699,765.3716145,765.2364922
101,21862,308,404,3649.22673,3651.149857,3650.188293
101,21864,302,408,178.9815269,178.970324,178.9759254
101,21865,306,407,259.821804,258.9625664,259.3921852
101,21867,301,405,1220.034851,1220.033203,1220.034027
101,21871,306,407,118.4288518,118.8370831,118.6329675
101,21878,305,412,1320.610535,1320.420578,1320.515556
101,21879,306,407,3663.940453,3663.667122,3663.803787
101,21881,306,407,110.2206976,106.6702049,108.4454513
101,21883,306,407,3315.081047,3315.005013,3315.04303
101,21884,306,407,861.7869282,861.7708874,861.7789078
101,21895,308,404,801.3217125,802.5532188,801.9374657
101,21900,307,403,4594.93602,4601.038101,4597.987061
101,21903,305,412,1913.533348,1915.010887,1914.272118
101,21909,303,401,563.9707851,563.2577229,563.614254
101,21911,306,407,579.4091969,577.2807522,578.3449745
101,21913,306,407,9031.341736,9029.802673,9030.572205
101,21914,306,407,1094.148571,1092.303761,1093.226166
101,21915,303,410,268.2296104,268.1482201,268.1889153
101,21916,305,412,3480.644646,3480.352821,3480.498734
101,21917,305,412,1385.795952,1386.762794,1386.279373
101,21922,306,407,3693.187943,3693.181839,3693.184891
101,21923,307,403,0,0,0
101,21928,308,404,3715.331421,3716.147766,3715.739594
101,21940,303,401,291.6949434,291.4752607,291.5851021
101,21942,306,407,465.6310282,464.9591436,465.2950859
101,21951,307,403,5239.922501,5251.781906,5245.852203
101,21953,307,403,5654.758636,5668.760956,5661.759796
101,21961,308,404,770.2771587,771.6379719,770.9575653
101,21962,303,401,558.5730667,556.432579,557.5028229
101,21964,303,410,488.9251995,488.955164,488.9401817
101,21966,307,403,860.3783836,860.3913078,860.3848457
101,21967,302,408,647.841301,650.1356888,648.9884949
101,21969,303,410,499.8227882,499.8418617,499.832325
101,21974,306,407,1277.399456,1277.830265,1277.614861
101,21977,307,403,453.9105139,454.2895212,454.1000175
101,21978,307,403,1976.163826,1970.809593,1973.48671
101,21980,303,401,3768.55748,3755.920975,3762.239227
101,21982,305,412,3368.286621,3361.281097,3364.783859
101,21986,301,405,874.2491608,871.8051071,873.0271339
101,21995,306,407,2379.899734,2382.322861,2381.111298
101,22007,302,408,3664.678848,3662.752029,3663.715439
101,22008,308,404,3707.185905,3709.252541,3708.219223
101,22013,303,401,562.6123238,562.9619408,562.7871323
101,22015,304,409,483.0957966,482.9806728,483.0382347
101,22020,302,408,192.4760056,192.487278,192.4816418
101,22021,307,403,587.3234711,587.7301254,587.5267982
101,22025,306,407,134.2661157,134.2501578,134.2581367
101,22027,306,402,283.03405,283.0802231,283.0571365
101,22028,305,412,699.7403736,693.643549,696.6919613
101,22030,307,403,2658.350586,2663.265625,2660.808105
101,22035,305,412,433.550128,433.7790213,433.6645746
101,22038,306,407,780.3631954,779.7711582,780.0671768
101,22040,304,409,125.2010899,125.4989929,125.3500414
101,22045,302,408,396.4994888,396.7517395,396.6256142
101,22046,305,412,580.6563663,580.6640339,580.6602001
101,22047,306,407,450.9561596,450.9512844,450.953722
101,22048,306,407,808.0871105,807.1651936,807.626152
101,22053,306,407,1004.586899,1002.458694,1003.522797
101,22056,302,408,3022.76236,3024.121796,3023.442078
101,22058,302,408,896.9846058,897.3293972,897.1570015
101,22059,305,412,497.4357491,503.2059975,500.3208733
101,22066,307,403,14309.57211,14367.58792,14338.58002
101,22075,307,403,5335.745941,5346.750244,5341.248093
101,22081,303,401,525.4942341,525.6183605,525.5562973
101,22082,305,412,215.0041919,214.8870511,214.9456215
101,22084,302,408,729.743618,729.8290977,729.7863579
102,20002,303,406,329.9321384,329.7975521,329.8648453
102,20003,301,405,2991.427185,2991.808594,2991.617889
102,20006,307,403,1208.151676,1209.876202,1209.013939
102,20008,303,401,145.6290865,145.5374765,145.5832815
102,20011,303,401,1165.549854,1164.551922,1165.050888
102,20014,307,403,3329.551399,3335.500023,3332.525711
102,20016,303,401,984.7463608,983.5966873,984.171524
102,20018,306,407,752.3283749,745.9502048,749.1392899
102,20020,305,412,223.4173689,223.4226885,223.4200287
102,20024,306,402,323.222085,323.2221022,323.2220936
102,20025,302,408,1360.107113,1359.138874,1359.622993
102,20033,307,403,279.1652336,279.1897163,279.177475
102,20038,307,403,664.761425,664.6179237,664.6896744
102,20041,302,408,963.9839001,965.501421,964.7426605
102,20044,308,404,772.42906,773.7270222,773.0780411
102,20046,303,401,1,1,1
102,20049,302,408,1168.806801,1172.352257,1170.579529
102,20053,303,410,705.2437763,706.0221691,705.6329727
102,20055,304,409,661.3814526,661.3813801,661.3814163
102,20056,302,408,245.4758844,245.5739012,245.5248928
102,20074,308,404,414.0436401,414.464489,414.2540646
102,20075,308,404,2505.140381,2508.735504,2506.937943
102,20076,303,401,376.3397837,374.5874166,375.4636002
102,20085,301,405,652.085413,651.8170986,651.9512558
102,20088,308,404,2616.86071,2621.16465,2619.01268
102,20089,307,403,672.5443115,672.3301086,672.4372101
102,20090,302,408,1974.228737,1973.610313,1973.919525
102,20091,308,404,4857.32016,4859.982697,4858.651428
102,20092,306,407,213.1198711,213.1540947,213.1369829
102,20093,306,407,3835.024414,3829.299011,3832.161713
102,20107,306,407,1643.557926,1643.514141,1643.536034
102,20111,306,407,3794.10614,3795.383453,3794.744797
102,20113,308,404,312.523881,297.2470846,304.8854828
102,20118,305,412,471.7747459,472.5298538,472.1522999
102,20121,306,407,574.555275,572.9226379,573.7389565
102,20127,307,403,433.1347141,433.1401768,433.1374454
102,20131,306,407,1033.200665,1026.741581,1029.971123
102,20134,305,412,783.218996,779.4030743,781.3110352
102,20135,303,401,687.0076256,688.977787,687.9927063
102,20139,306,407,4016.320206,4017.038559,4016.679382
102,20145,306,407,470.3743925,470.5204973,470.4474449
102,20146,306,402,993.5443878,993.035965,993.2901764
102,20149,302,408,165.4595709,165.4593611,165.459466
102,20150,304,409,0,0,0
102,20152,305,412,2938.714127,2938.913284,2938.813705
102,20155,303,401,23.58902264,23.59330845,23.59116554
102,20156,305,412,0,0,0
102,20160,303,410,0,0,0
102,20162,302,408,329.9162073,328.9361219,329.4261646
102,20164,306,407,411.5247507,411.5575056,411.5411282
102,20165,305,412,1797.634773,1799.233208,1798.43399
102,20168,302,408,755.2554092,754.5129242,754.8841667
102,20169,308,404,999.9724388,1000.024052,999.9982452
102,20172,306,407,289.7633667,289.888237,289.8258018
102,20173,303,401,4084.25032,4083.788925,4084.019623
102,20175,304,409,2504.582001,2510.828308,2507.705154
102,20176,307,403,332.9747753,332.9744358,332.9746056
102,20182,303,401,903.5713654,904.3500061,903.9606857
102,20187,302,408,295.1838617,295.1120634,295.1479626
102,20189,305,412,234.4646735,234.3860345,234.425354
102,20191,305,412,1784.371555,1785.972683,1785.172119
102,20192,308,404,9268.393005,9240.908447,9254.650726
102,20195,302,408,569.8001595,569.7178154,569.7589874
102,20198,303,401,1165.506359,1164.425243,1164.965801
102,20206,305,412,785.1351357,785.2279472,785.1815414
102,20215,302,408,447.1160612,446.2207308,446.668396
102,20221,306,407,301.7801456,301.5314312,301.6557884
102,20222,302,408,0,0,0
102,20224,307,403,3404.765083,3403.654259,3404.209671
102,20226,303,401,2509.292397,2501.040855,2505.166626
102,20227,308,404,2390.434471,2392.383369,2391.40892
102,20230,306,407,423.7870626,423.6459608,423.7165117
102,20231,305,412,0,0,0
102,20235,303,411,229.4086719,229.4338059,229.4212389
102,20240,306,407,0,0,0
102,20251,303,406,103.0469244,102.8687508,102.9578376
102,20252,306,407,619.1070747,614.3997383,616.7534065
102,20253,306,407,4241.950836,4248.505096,4245.227966
102,20254,303,401,1181.805542,1180.938217,1181.37188
102,20256,307,403,1013.694752,1008.908627,1011.301689
102,20258,306,407,2912.114906,2912.838554,2912.47673
102,20261,304,409,429.4644794,430.7285061,430.0964928
102,20267,303,401,253.600708,254.0920486,253.8463783
102,20271,306,407,348.8844061,348.8041353,348.8442707
102,20272,308,404,3206.636467,3208.021889,3207.329178
102,20276,306,407,8.639947683,8.121582359,8.380765021
102,20278,305,412,2780.171936,2777.433807,2778.802872
102,20283,306,407,2650.814629,2650.076332,2650.44548
102,20284,304,409,801.4687901,801.4206905,801.4447403
102,20285,305,412,255.455471,255.5224838,255.4889774
102,20291,306,407,2854.865845,2855.329926,2855.097885
102,20292,305,412,4044.592529,4044.951233,4044.771881
102,20300,305,412,3621.704292,3616.512566,3619.108429
102,20304,302,408,858.9081936,858.7093372,858.8087654
102,20311,307,403,1716.528839,1716.708084,1716.618462
102,20312,306,407,25.69055897,25.83185452,25.76120675
102,20313,305,412,762.3164787,763.213459,762.7649689
102,20316,301,405,932.8602142,932.9529266,932.9065704
102,20320,306,407,436.0449076,436.122632,436.0837698
102,20321,302,408,395.0728159,395.0168104,395.0448132
102,20323,305,412,3989.025391,3990.534241,3989.779816
102,20324,303,401,1203.541481,1202.304619,1202.92305
102,20325,308,404,381.7482662,381.6686726,381.7084694
102,20328,306,407,524.718153,524.6082478,524.6632004
102,20329,308,404,2415.916611,2419.430984,2417.673798
102,20336,303,401,1389.724102,1391.351795,1390.537949
102,20337,302,408,2584.97319,2570.927994,2577.950592
102,20341,308,404,786.0678577,790.7258892,788.3968735
102,20343,304,409,13915.8952,13916.96185,13916.42853
102,20344,308,404,1027.440575,1025.762245,1026.60141
102,20346,306,407,6656.794983,6660.60675,6658.700867
102,20347,308,404,3066.813072,3064.302345,3065.557709
102,20356,308,404,2399.590599,2403.11158,2401.351089
102,20357,301,405,722.7842541,719.2115955,720.9979248
102,20366,302,408,407.4210663,407.3714333,407.3962498
102,20368,306,407,2778.877098,2783.240364,2781.058731
102,20377,303,410,172.9109235,173.0750422,172.9929829
102,20385,306,407,1715.835022,1715.690552,1715.762787
102,20387,305,412,1232.495655,1232.897259,1232.696457
102,20389,302,408,836.8098259,836.3911247,836.6004753
102,20391,306,407,979.3661346,978.3098755,978.8380051
102,20392,306,407,1650.037735,1650.774567,1650.406151
102,20394,303,406,139.9158492,139.8976026,139.9067259
102,20397,307,403,2908.376656,2909.336357,2908.856506
102,20398,303,401,810,810,810
102,20403,306,407,2845.863945,2846.33622,2846.100082
102,20404,303,401,1381.600391,1381.598919,1381.599655
102,20405,302,408,742.2615547,742.9253273,742.593441
102,20407,305,412,630.071312,630.1235809,630.0974464
102,20408,302,408,568.4242039,568.4244366,568.4243202
102,20412,306,407,457.0222435,456.6036072,456.8129253
102,20413,306,407,1749.213284,1767.755711,1758.484497
102,20414,308,404,1488.141846,1477.056671,1482.599258
102,20416,301,405,3118.486893,3115.282944,3116.884918
102,20418,307,403,1482.368431,1483.249855,1482.809143
102,20419,306,407,1708.978493,1708.9618,1708.970146
102,20422,302,408,271.5810843,270.3137712,270.9474277
102,20424,306,407,428.2024965,428.4687986,428.3356476
102,20427,302,408,323.0465231,312.828187,317.937355
102,20433,305,412,361.4703274,361.4990711,361.4846992
102,20434,306,407,233.8322067,233.3320999,233.5821533
102,20438,304,409,480,480,480
102,20443,303,410,207.7334495,207.7447896,207.7391195
102,20445,303,401,1819.209488,1749.652512,1784.431
102,20447,304,409,740.3707142,740.8271008,740.5989075
102,20449,306,407,2685.405449,2685.573708,2685.489578
102,20452,301,405,897.4098377,899.1200848,898.2649612
102,20457,305,412,3035.980972,3041.360947,3038.670959
102,20459,305,412,268.4188662,268.4297171,268.4242916
102,20461,303,406,272.7026787,272.877346,272.7900124
102,20462,302,408,31.72330952,31.70311236,31.71321094
102,20463,304,409,445.8754034,441.5089159,443.6921597
102,20472,308,404,7835.84967,7692.299744,7764.074707
102,20473,306,407,2119.797745,2122.727585,2121.262665
102,20476,307,403,0,0,0
102,20478,302,408,1134.891823,1133.941147,1134.416485
102,20480,307,403,653.9423733,655.0127048,654.4775391
102,20483,305,412,1280.046871,1279.42609,1279.736481
102,20490,304,409,397.7134075,395.1652012,396.4393044
102,20492,307,403,2506.018517,2507.690742,2506.85463
102,20494,304,409,441.1939306,441.629117,441.4115238
102,20501,306,407,2063.230782,2061.036797,2062.133789
102,20502,305,412,740.7737293,740.7528744,740.7633018
102,20503,308,404,2497.171623,2501.242378,2499.207001
102,20504,307,403,8828.318176,8806.860657,8817.589417
102,20506,303,401,57.04869044,57.03615892,57.04242468
102,20512,308,404,1009.148731,1108.212643,1058.680687
102,20515,305,412,1188.847496,1184.952858,1186.900177
102,20522,305,412,1359.546989,1360.20002,1359.873505
102,20523,308,404,4727.173737,4740.757782,4733.965759
102,20525,301,405,2095.763611,2095.990692,2095.877151
102,20528,303,410,103.168227,103.1748421,103.1715345
102,20531,307,403,1004.052738,1003.027874,1003.540306
102,20540,303,401,316.6901798,315.4344158,316.0622978
102,20545,305,412,999.0549736,998.7934608,998.9242172
102,20546,302,408,347.7005663,347.7198706,347.7102184
102,20549,307,403,3067.847893,3069.740761,3068.794327
102,20552,308,404,2505.037277,2509.454758,2507.246017
102,20554,305,412,471.911438,472.7626915,472.3370647
102,20555,308,404,4678.703384,4678.140793,4678.422089
102,20561,303,401,708.8990574,709.4861431,709.1926003
102,20563,303,401,265.031332,264.1006718,264.5660019
102,20567,303,406,340.3471498,339.5768995,339.9620247
102,20569,303,401,1205.828785,1204.71603,1205.272408
102,20576,302,408,513.5116596,513.8656597,513.6886597
102,20580,302,408,768.4781361,768.323431,768.4007835
102,20583,306,407,5447.104538,5451.016647,5449.060593
102,20584,306,407,541.6555824,542.0113335,541.8334579
102,20587,306,407,440.3178558,440.4622498,440.3900528
102,20590,306,407,139.3902435,139.415699,139.4029713
102,20596,302,408,298.6658926,298.0687075,298.3673
102,20597,302,408,6748.265472,6751.716217,6749.990845
102,20600,307,403,2639.190918,2639.721436,2639.456177
102,20604,307,403,3010.543526,3011.351311,3010.947418
102,20610,303,410,1276.293259,1276.455383,1276.374321
102,20614,304,409,457.6013126,452.4486027,455.0249577
102,20618,307,403,2527.719162,2525.052902,2526.386032
102,20620,302,408,203.0916624,203.2387133,203.1651878
102,20627,307,403,1942.65202,1949.576069,1946.114044
102,20628,303,401,1179.116524,1178.26133,1178.688927
102,20631,307,403,5335.93013,5357.8806,5346.905365
102,20636,306,407,421.8247528,421.8251114,421.8249321
102,20637,306,407,293.9644871,293.9721241,293.9683056
102,20648,305,412,1217.829483,1216.413528,1217.121506
102,20649,308,404,287.7588043,287.8046265,287.7817154
102,20654,307,403,824.3439522,824.0533028,824.1986275
102,20655,306,407,900.738493,900.1451054,900.4417992
102,20656,305,412,333.0734177,328.5679512,330.8206844
102,20657,303,410,225.7150455,225.8748822,225.7949638
102,20658,305,412,1788.600765,1790.008625,1789.304695
102,20660,308,404,2375.081459,2367.124962,2371.10321
102,20661,302,408,944.1692905,938.9294643,941.5493774
102,20664,307,403,3072.254684,3073.629105,3072.941895
102,20666,307,403,2949.407341,2951.474464,2950.440903
102,20668,304,409,300,300,300
102,20674,308,404,2635.82045,2639.643112,2637.731781
102,20675,307,403,1818.424248,1818.303734,1818.363991
102,20683,302,408,701.8833771,701.8945847,701.8889809
102,20687,307,403,802.5668297,813.4374657,808.0021477
102,20688,303,401,403.332428,403.1851349,403.2587814
102,20693,308,404,5393.573288,5392.024551,5392.79892
102,20696,305,412,1177.468361,1179.513985,1178.491173
102,20697,304,409,665.0612736,668.4749126,666.7680931
102,20699,306,407,1,1,1
102,20700,306,407,751.4366627,750.7310772,751.0838699
102,20701,302,408,1339.36116,1338.424484,1338.892822
102,20702,305,412,455.1435871,455.1491718,455.1463795
102,20704,307,403,4829.505951,4827.623871,4828.564911
102,20707,306,407,386.6116142,387.5704956,387.0910549
102,20709,302,408,2441.350739,2446.897858,2444.124298
102,20711,304,409,0,0,0
102,20712,306,407,2119.351097,2118.081154,2118.716125
102,20717,303,401,183.1050544,183.1676812,183.1363678
102,20720,303,401,1378.855293,1382.551186,1380.703239
102,20721,306,407,0,0,0
102,20722,306,407,2341.570915,2336.197487,2338.884201
102,20727,302,408,1563.47282,1562.317661,1562.895241
102,20731,302,408,210,210,210
102,20734,306,407,641.0612469,630.562746,635.8119965
102,20736,308,404,2529.806763,2533.698944,2531.752853
102,20737,308,404,245.5920591,245.4728327,245.5324459
102,20738,305,412,180.2226701,180.3527675,180.2877188
102,20739,305,412,1731.906788,1739.824627,1735.865707
102,20740,304,409,274.3212528,274.4494419,274.3853474
102,20743,305,412,0,0,0
102,20744,302,408,691.0186996,694.6761093,692.8474045
102,20750,306,407,2364.072182,2364.091881,2364.082031
102,20753,308,404,1694.977032,1694.770283,1694.873657
102,20759,302,408,1560.902321,1562.174538,1561.538429
102,20761,302,408,373.8929691,374.1306934,374.0118313
102,20763,308,404,391.0857983,390.8810978,390.983448
102,20764,305,412,1723.796326,1725.370087,1724.583206
102,20766,306,407,1623.644188,1620.613472,1622.12883
102,20768,308,404,267.3066435,267.3272791,267.3169613
102,20775,306,407,485.685997,487.2550964,486.4705467
102,20777,308,404,2492.366859,2496.219414,2494.293137
102,20782,303,406,135.5101647,135.7337794,135.6219721
102,20786,303,401,489.4121685,489.1089497,489.2605591
102,20795,307,403,3072.748489,3086.084518,3079.416504
102,20797,305,412,237.4334192,237.4446917,237.4390554
102,20803,304,409,640.5068893,640.3030472,640.4049683
102,20805,306,407,1385.731762,1384.760181,1385.245972
102,20808,306,407,681.1531696,681.993803,681.5734863
102,20810,306,407,1308.09341,1306.53664,1307.315025
102,20814,301,405,3433.526894,3435.352959,3434.439926
102,20816,306,407,602.5640926,594.2383137,598.4012032
102,20820,306,407,1194.62981,1194.957897,1194.793854
102,20822,306,407,2886.56871,2887.178848,2886.873779
102,20824,304,409,766.1341076,765.7288761,765.9314919
102,20827,303,401,1096.301163,1095.391647,1095.846405
102,20830,307,403,564.6580219,564.5267391,564.5923805
102,20832,306,407,2876.59417,2877.089607,2876.841888
102,20834,302,408,1730.217335,1732.314404,1731.265869
102,20840,303,401,268.6790333,268.6813297,268.6801815
102,20841,307,403,3129.419731,3132.047096,3130.733414
102,20842,308,404,3805.60302,3803.542946,3804.572983
102,20849,305,412,1502.712719,1501.869724,1502.291222
102,20854,302,408,1365.986755,1365.083496,1365.535126
102,20859,306,407,126.9612641,127.2726398,127.1169519
102,20860,302,408,524.4046955,524.3864651,524.3955803
102,20862,307,403,1103.855309,1103.874565,1103.864937
102,20868,308,404,1136.484325,1136.50079,1136.492558
102,20875,302,408,1155.004387,1155.259514,1155.13195
102,20877,308,404,2919.270004,2919.703384,2919.486694
102,20879,305,412,1083.396191,1083.262211,1083.329201
102,20880,305,412,1384.757019,1381.172165,1382.964592
102,20882,306,407,404.204813,403.5717144,403.8882637
102,20886,303,410,230.3347726,229.7139697,230.0243711
102,20892,306,407,276.2344866,275.5127592,275.8736229
102,20896,307,403,1748.161579,1764.768566,1756.465073
102,20900,306,407,1179.925369,1178.760086,1179.342728
102,20901,303,410,267.844614,267.4067173,267.6256657
102,20905,304,409,402.8745356,399.9881277,401.4313316
102,20911,301,405,0,0,0
102,20912,305,412,1366.882515,1367.100372,1366.991444
102,20913,306,407,2759.665924,2761.975616,2760.82077
102,20914,302,408,2736.439095,2735.952568,2736.195831
102,20916,306,407,3236.665497,3233.948059,3235.306778
102,20920,306,407,3060.805,3037.641197,3049.223099
102,20922,305,412,1055.267216,1057.734875,1056.501045
102,20926,308,404,0,0,0
102,20932,303,401,3609.020042,3606.845589,3607.932816
102,20934,305,412,0,0,0
102,20937,308,404,-842.8194942,-843.3404026,-843.0799484
102,20939,308,404,1417.113697,1416.444805,1416.779251
102,20940,303,410,168.5438962,168.5629992,168.5534477
102,20944,301,405,364.6778116,364.4523706,364.5650911
102,20947,306,407,1328.553577,1329.442257,1328.997917
102,20949,307,403,472.1672506,472.8457384,472.5064945
102,20953,302,408,739.8783741,738.5061398,739.1922569
102,20956,307,403,505.3576183,505.6711292,505.5143738
102,20960,306,407,725.0703259,727.8065662,726.438446
102,20969,306,407,73.90460682,74.10698223,74.00579453
102,20973,306,407,4571.11763,4565.713425,4568.415527
102,20976,306,407,1057.204681,1054.296402,1055.750542
102,20980,303,401,1674.424587,1675.547642,1674.986115
102,20981,304,409,580.0863914,579.9350471,580.0107193
102,20992,303,411,190.7977099,191.2675576,191.0326338
102,20993,306,407,1661.275318,1664.343884,1662.809601
102,20994,302,408,2213.188684,2283.962652,2248.575668
102,20996,306,407,3433.230911,3433.611435,3433.421173
102,20997,305,412,0,0,0
102,20998,302,408,0,0,0
102,21000,301,405,1796.236782,1796.204166,1796.220474
102,21003,306,407,2377.673325,2379.412247,2378.542786
102,21005,306,407,2923.69281,2924.207428,2923.950119
102,21016,308,404,2008.352135,2007.518379,2007.935257
102,21023,306,407,377.1113434,376.8442497,376.9777966
102,21026,306,407,851.7805824,851.8008842,851.7907333
102,21027,302,408,5345.247314,5360.655701,5352.951508
102,21028,306,407,125.7146821,125.717422,125.7160521
102,21034,306,407,303.8622637,303.796752,303.8295078
102,21036,303,406,163.4681945,163.4217591,163.4449768
102,21037,308,404,2452.403412,2455.944214,2454.173813
102,21038,308,404,1437.537018,1436.582092,1437.059555
102,21039,306,407,344.9080849,345.3320694,345.1200771
102,21046,302,408,495.5715275,495.4879665,495.529747
102,21048,306,407,2638.490898,2638.535011,2638.512955
102,21049,304,409,120,120,120
102,21053,306,407,1213.312431,1212.559227,1212.935829
102,21054,308,404,1648.15023,1650.334572,1649.242401
102,21055,303,401,321.9229708,321.9275274,321.9252491
102,21057,303,401,156.351881,155.8449459,156.0984135
102,21061,308,404,1.351704631,1.979240667,1.665472649
102,21064,308,404,646.8128929,646.742672,646.7777824
102,21067,302,408,1839.131466,1836.534809,1837.833138
102,21068,305,412,1534.802696,1534.873512,1534.838104
102,21076,302,408,534.0323105,533.7577591,533.8950348
102,21077,303,410,330,330,330
102,21081,307,403,3201.83168,3204.042191,3202.936935
102,21082,306,407,2067.420158,2068.977699,2068.198929
102,21086,303,410,402.9125395,403.018857,402.9656982
102,21088,301,405,353.5165596,353.918457,353.7175083
102,21094,306,407,416.220521,416.3792429,416.2998819
102,21100,302,408,241.6450024,241.6547871,241.6498947
102,21101,308,404,2540.237679,2544.854561,2542.54612
102,21103,306,407,2473.667351,2477.635902,2475.651627
102,21105,308,404,0,0,0
102,21109,302,408,1037.378792,1037.153526,1037.266159
102,21110,307,403,0,0,0
102,21111,303,410,138.6194181,138.6735582,138.6464882
102,21115,307,403,3007.758202,3000.996986,3004.377594
102,21117,306,407,2945.163826,2945.767113,2945.465469
102,21119,305,412,981.7164001,981.5598907,981.6381454
102,21123,303,406,134.0715294,134.0811081,134.0763187
102,21124,307,403,150,150,150
102,21125,304,409,563.1856346,560.8857918,562.0357132
102,21126,307,403,155.3590145,155.6123505,155.4856825
102,21129,302,408,377.2114267,377.5873671,377.3993969
102,21154,306,407,2895.77652,2896.293945,2896.035233
102,21157,308,404,1143.280148,1143.276173,1143.27816
102,21158,306,407,2990.920029,2989.625931,2990.27298
102,21160,306,407,804.5515423,803.144228,803.8478851
102,21164,302,408,343.0447989,342.7574511,342.901125
102,21166,305,412,259.1290722,259.1585102,259.1437912
102,21168,308,404,412.8387537,413.5119352,413.1753445
102,21173,308,404,453.5123405,453.5475769,453.5299587
102,21174,305,412,0,0,0
102,21182,303,401,191.7056208,191.4936705,191.5996456
102,21183,307,403,324.4574146,324.0382404,324.2478275
102,21184,303,401,1185.598358,1184.58223,1185.090294
102,21188,303,410,195.2201829,195.1885142,195.2043486
102,21192,303,411,236.472137,236.4941239,236.4831305
102,21195,302,408,322.4819994,322.8717375,322.6768684
102,21198,306,407,217.1036,216.4905219,216.797061
102,21201,306,407,261.5775881,262.112464,261.845026
102,21203,306,407,70.52415824,70.75045133,70.63730478
102,21206,306,407,592.1262493,589.4742832,590.8002663
102,21212,306,407,1781.442432,1782.444363,1781.943398
102,21215,303,401,359.5900278,359.5398207,359.5649242
102,21224,306,407,2921.247124,2921.834236,2921.54068
102,21225,306,407,4499.433273,4473.3069,4486.370087
102,21230,305,412,1505.470772,1505.430183,1505.450478
102,21236,303,410,255.5895071,255.5998774,255.5946922
102,21238,308,404,1691.542862,1691.232254,1691.387558
102,21240,302,408,499.5822277,498.8548145,499.2185211
102,21245,302,408,342.1662388,341.855196,342.0107174
102,21249,307,403,6753.577072,6775.381058,6764.479065
102,21250,303,401,300,300,300
102,21253,306,407,2655.811882,2642.138863,2648.975372
102,21255,306,407,1205.829403,1176.985233,1191.407318
102,21260,301,405,3946.861885,3960.844414,3953.853149
102,21268,307,403,402.1258726,402.1405802,402.1332264
102,21271,306,407,2690.863853,2698.764595,2694.814224
102,21274,305,412,1863.218636,1852.234398,1857.726517
102,21279,302,408,220.3749347,220.3182721,220.3466034
102,21280,306,407,268.30371,268.2144251,268.2590675
102,21282,302,408,0,0,0
102,21284,306,407,400.8997183,401.6087503,401.2542343
